MolClin	RefNo	InvNo	OrderNo	Prefix	Gene	Suffix
M	14709	1	2		ZFP36	+
M	14709	1	3		FOSB	+
M	14709	2	1		WWTR1/FOSB	
M	14709	2	2		WWTR1	+
M	14709	2	3		FOSB	+
M	14709	3	1		ZFP36/FOSB	
M	14709	3	2		ZFP36	+
M	14709	3	3		FOSB	+
M	14710	1	1		GOPC/ROS1	
M	14710	1	2		GOPC	+
M	14710	1	3		ROS1	+
M	14711	1	1		SLC39A14/TSPAN15	
M	14711	1	2		SLC39A14	+
M	14711	1	3		TSPAN15	+
M	14711	2	1		NCOA3/SPINT1	
M	14711	2	2		NCOA3	+
M	14711	2	3		SPINT1	+
M	14711	3	1		GRIN2B/CYP4F3	
M	14711	3	2		GRIN2B	+
M	14711	3	3		CYP4F3	+
M	14711	4	1		CIAO2A/STIM1	
M	14711	4	2		CIAO2A	+
M	14711	4	3		STIM1	+
M	14711	5	1		PRMT1/FLT3LG	
M	14711	5	2		PRMT1	+
M	14711	5	3		FLT3LG	+
M	14711	6	1		MGRN1/C16ORF96	
M	14711	6	2		MGRN1	+
M	14711	6	3		C16ORF96	+
M	14711	7	1		COMMD10/AP3S1	
M	14711	7	2		COMMD10	+
M	14711	7	3		AP3S1	+
M	14711	8	1		SPAG9/MBTD1	
M	14711	8	2		SPAG9	+
M	14711	8	3		MBTD1	+
M	14711	9	1		AKAP13/PDE8A	
M	14711	9	2		AKAP13	+
M	14711	9	3		PDE8A	+
M	14712	1	1		PTPN12/HSP90AA1	
M	14712	1	2		PTPN12	+
M	14712	1	3		HSP90AA1	+
M	14712	2	1		JPT1/CALM1	
M	14712	2	2		JPT1	+
M	14712	2	3		CALM1	+
M	14712	3	1		MYH9/ALK	
M	14712	3	2		MYH9	+
M	14712	3	3		ALK	+
M	14712	4	1		PDIA6/TPM2	
M	14712	4	2		PDIA6	+
M	14712	4	3		TPM2	+
M	14712	5	1		TUBA1C/PCGF2	
M	14712	5	2		TUBA1C	+
M	14712	5	3		PCGF2	+
M	14712	6	1		ADGRF4/CALR	
M	14712	6	2		ADGRF4	+
M	14712	6	3		CALR	+
M	14712	7	1		DOCK9/BAZ1A	
M	14712	7	2		DOCK9	+
M	14712	7	3		BAZ1A	+
M	14712	8	1		TGFBI/MYH9	
M	14712	8	2		TGFBI	+
M	14712	8	3		MYH9	+
M	14712	9	1		FGFR1/BCR	
M	14712	9	2		FGFR1	+
M	14712	9	3		BCR	+
M	14712	10	1		ACO2/ACTB	
M	14712	10	2		ACO2	+
M	14712	10	3		ACTB	+
M	14712	11	1		HYOU1/HMGA1	
M	14712	11	2		HYOU1	+
M	14712	11	3		HMGA1	+
M	14712	12	1		TUBA1A/PTPN13	
M	14712	12	2		TUBA1A	+
M	14712	12	3		PTPN13	+
M	14712	13	1		CLCN3/SMNDC1	
M	14712	13	2		CLCN3	+
M	14712	13	3		SMNDC1	+
M	14712	14	1		ATP2B4/MACROH2A1	
M	14712	14	2		ATP2B4	+
M	14712	14	3		MACROH2A1	+
M	14712	15	1		USP6/COL1A1	
M	14712	15	2		USP6	+
M	14712	15	3		COL1A1	+
M	14712	16	1		COL1A1/COL1A2	
M	14712	16	2		COL1A1	+
M	14712	16	3		COL1A2	+
M	14712	17	1		NASP/WIPF1	
M	14712	17	2		NASP	+
M	14712	17	3		WIPF1	+
M	14712	18	1		ESPN/DDX39B	
M	14712	18	2		ESPN	+
M	14712	18	3		DDX39B	+
M	14712	19	1		ACTB/GNAS	
M	14712	19	2		ACTB	+
M	14712	19	3		GNAS	+
M	14717	1	1		C11ORF95/RELA	
M	14717	1	2		C11ORF95	+
M	14717	1	3		RELA	+
M	14719	1	1		CSF1/S100A10	
M	14719	1	2		CSF1	+
M	14719	1	3		S100A10	+
M	14720	1	1		UHMK1/DDR2	
M	14720	1	2		UHMK1	+
M	14720	1	3		DDR2	+
M	14720	2	1		TBC1D15/METTL25	
M	14720	2	2		TBC1D15	+
M	14720	2	3		METTL25	+
M	14720	3	1		SYT1/FGD6	
M	14720	3	2		SYT1	+
M	14720	3	3		FGD6	+
M	14720	4	1		SYT1/METTL25	
M	14720	4	2		SYT1	+
M	14720	4	3		METTL25	+
M	14720	5	1		PAWR/AMDHD1	
M	14720	5	2		PAWR	+
M	14720	5	3		AMDHD1	+
M	14720	6	1		METTL25/FGD6	
M	14720	6	2		METTL25	+
M	14720	6	3		FGD6	+
M	14720	7	1		METTL25/AMDHD1	
M	14720	7	2		METTL25	+
M	14720	7	3		AMDHD1	+
M	14720	8	1		ZDHHC14/PAWR	
M	14720	8	2		ZDHHC14	+
M	14720	8	3		PAWR	+
M	14720	9	1		NELL1/NAV3	
M	14720	9	2		NELL1	+
M	14720	9	3		NAV3	+
M	14720	10	1		NELL1/SYT1	
M	14720	10	2		NELL1	+
M	14720	10	3		SYT1	+
M	14720	11	1		LRTOMT/METTL25	
M	14720	11	2		LRTOMT	+
M	14720	11	3		METTL25	+
M	14724	1	1		HIP1/ALK	
M	14724	1	2		HIP1	+
M	14724	1	3		ALK	+
M	14725	1	1		HIP1/ALK	
M	14725	1	2		HIP1	+
M	14725	1	3		ALK	+
M	14726	1	1		EWSR1/CREB3L1	
M	14726	1	2		EWSR1	+
M	14726	1	3		CREB3L1	+
M	14732	1	1		KMT2A/SEPTIN5	
M	14732	1	2		KMT2A	+
M	14732	1	3		SEPTIN5	+
M	14733	1	1		IGH/MYC	
M	14733	1	2		IGH	+
M	14733	1	3		MYC	+
M	14735	1	1		RUNX1/RUNX1T1	
M	14735	1	2		RUNX1	+
M	14735	1	3		RUNX1T1	+
M	14740	1	1		FIP1L1/PDGFRA	
M	14740	1	2		FIP1L1	+
M	14740	1	3		PDGFRA	+
M	14742	1	1		EWSR1/PBX3	
M	14742	1	2		EWSR1	+
M	14742	1	3		PBX3	+
M	14742	2	1		EWSR1/PBX3	
M	14742	2	2		EWSR1	+
M	14742	2	3		PBX3	+
M	14743	1	1		XPO1/MLLT10	
M	14743	1	2		XPO1	+
M	14743	1	3		MLLT10	+
M	14745	1	1		FUS/NR4A3	
M	14745	1	2		FUS	+
M	14745	1	3		NR4A3	+
M	14749	1	1		TPR/FGFR1	
M	14749	1	2		TPR	+
M	14749	1	3		FGFR1	+
M	14750	1	1		EML4/ALK	
M	14750	1	2		EML4	+
M	14750	1	3		ALK	+
M	14751	1	1		EZR/ROS1	
M	14751	1	2		EZR	+
M	14751	1	3		ROS1	+
M	14751	2	1		CD74/NRG1	
M	14751	2	2		CD74	+
M	14751	2	3		NRG1	+
M	14753	1	1		NAB2/STAT6	
M	14753	1	2		NAB2	+
M	14753	1	3		STAT6	+
M	14753	2	1		NAB2/STAT6	
M	14753	2	2		NAB2	+
M	14753	2	3		STAT6	+
M	14753	4	1		NAB2/STAT6	
M	14753	4	2		NAB2	+
M	14753	4	3		STAT6	+
M	14764	1	1		EWSR1/CREB3L1	
M	14764	1	2		EWSR1	+
M	14764	1	3		CREB3L1	+
M	14766	1	1		BRD4/NUTM1	
M	14766	1	2		BRD4	+
M	14766	1	3		NUTM1	+
M	14767	1	1		CDKN2D/WDFY2	
M	14767	1	2		CDKN2D	+
M	14767	1	3		WDFY2	+
M	14767	2	1		SARAF/MSRB3	
M	14767	2	2		SARAF	+
M	14767	2	3		MSRB3	+
M	14767	3	1		TAFA3/LPP	
M	14767	3	2		TAFA3	+
M	14767	3	3		LPP	+
M	14767	4	1		RFX2/YJU2	
M	14767	4	2		RFX2	+
M	14767	4	3		YJU2	+
M	14767	5	1		NR2F6/MAST3	
M	14767	5	2		NR2F6	+
M	14767	5	3		MAST3	+
M	14767	6	1		WDFY2/S1PR5	
M	14767	6	2		WDFY2	+
M	14767	6	3		S1PR5	+
M	14769	1	1		BCR/ABL1	
M	14769	1	2		BCR	+
M	14769	1	3		ABL1	+
M	14770	1	1		HLA-E/HLA-B	
M	14770	1	2		HLA-E	+
M	14770	1	3		HLA-B	+
M	14776	1	1		ALK	+
M	14778	1	1		CIC/FOXO4	
M	14778	1	2		CIC	+
M	14778	1	3		FOXO4	+
M	14780	1	1		MYB/NFIB	
M	14780	1	2		MYB	+
M	14780	1	3		NFIB	+
M	14786	1	1		TPR/ALK	
M	14786	1	2		TPR	+
M	14786	1	3		ALK	+
M	14787	1	1		IGH/FGFR3	
M	14787	1	2		IGH	+
M	14787	1	3		FGFR3	+
M	14790	1	1		PPP1R1B/STARD3	
M	14790	1	2		PPP1R1B	+
M	14790	1	3		STARD3	+
M	14791	1	1		TFEB/TRERF1	
M	14791	1	2		TFEB	+
M	14791	1	3		TRERF1	+
M	14791	2	1		EIF3A/SFXN4	
M	14791	2	2		EIF3A	+
M	14791	2	3		SFXN4	+
M	14791	3	1		DYM/DAZAP1	
M	14791	3	2		DYM	+
M	14791	3	3		DAZAP1	+
M	14791	4	1		CAPZA2/MET	
M	14791	4	2		CAPZA2	+
M	14791	4	3		MET	+
M	14791	5	1		ARL6IP1/RPS15A	
M	14791	5	2		ARL6IP1	+
M	14791	5	3		RPS15A	+
M	14791	6	1		E2F3/CDKAL1	
M	14791	6	2		E2F3	+
M	14791	6	3		CDKAL1	+
M	14791	7	1		IPP/GPBP1L1	
M	14791	7	2		IPP	+
M	14791	7	3		GPBP1L1	+
M	14791	9	1		CLN6/CALML4	
M	14791	9	2		CLN6	+
M	14791	9	3		CALML4	+
M	14791	10	1		STAG1/MSL2	
M	14791	10	2		STAG1	+
M	14791	10	3		MSL2	+
M	14791	11	1		ESCO1/ABHD3	
M	14791	11	2		ESCO1	+
M	14791	11	3		ABHD3	+
M	14791	12	1		VAV2/DEUP1	
M	14791	12	2		VAV2	+
M	14791	12	3		DEUP1	+
M	14791	13	1		DUS4L/BCAP29	
M	14791	13	2		DUS4L	+
M	14791	13	3		BCAP29	+
M	14791	14	1		PHACTR4/RCC1	
M	14791	14	2		PHACTR4	+
M	14791	14	3		RCC1	+
M	14791	16	1		MED1/CDK12	
M	14791	16	2		MED1	+
M	14791	16	3		CDK12	+
M	14791	19	1		CD44/FGFR2	
M	14791	19	2		CD44	+
M	14791	19	3		FGFR2	+
M	14792	1	1		KMT2A/PRRC1	
M	14792	1	2		KMT2A	+
M	14792	1	3		PRRC1	+
M	14793	1	1		BCOR/CCNB3	
M	14793	1	2		BCOR	+
M	14793	1	3		CCNB3	+
M	14795	1	1		RANBP2/ALK	
M	14795	1	2		RANBP2	+
M	14795	1	3		ALK	+
M	14802	1	1		FUS/NFATC2	
M	14802	1	2		FUS	+
M	14802	1	3		NFATC2	+
M	14802	2	1		CIC/FOXO4	
M	14802	2	2		CIC	+
M	14802	2	3		FOXO4	+
M	14802	3	1		ETV6/NTRK3	
M	14802	3	2		ETV6	+
M	14802	3	3		NTRK3	+
M	14804	1	1		THAP1/SFRP1	
M	14804	1	2		THAP1	+
M	14804	1	3		SFRP1	+
M	14804	2	1		CMTM7/CLDN11	
M	14804	2	2		CMTM7	+
M	14804	2	3		CLDN11	+
M	14804	3	1		AZIN1/RNF19A	
M	14804	3	2		AZIN1	+
M	14804	3	3		RNF19A	+
M	14804	4	1		CTCF/CES2	
M	14804	4	2		CTCF	+
M	14804	4	3		CES2	+
M	14804	5	1		BAALC/UBR5	
M	14804	5	2		BAALC	+
M	14804	5	3		UBR5	+
M	14804	6	1		LMNA/RAB4B	
M	14804	6	2		LMNA	+
M	14804	6	3		RAB4B	+
M	14804	7	1		NEDD4L/IMMP2L	
M	14804	7	2		NEDD4L	+
M	14804	7	3		IMMP2L	+
M	14804	8	1		LDLRAD3/TRIM44	
M	14804	8	2		LDLRAD3	+
M	14804	8	3		TRIM44	+
M	14804	9	1		TRIM26/TJAP1	
M	14804	9	2		TRIM26	+
M	14804	9	3		TJAP1	+
M	14804	10	1		ELOVL5/HMGCLL1	
M	14804	10	2		ELOVL5	+
M	14804	10	3		HMGCLL1	+
M	14804	11	1		DROSHA/TERT	
M	14804	11	2		DROSHA	+
M	14804	11	3		TERT	+
M	14804	12	1		RB1/MED4	
M	14804	12	2		RB1	+
M	14804	12	3		MED4	+
M	14804	13	1		CDC42BPB/RGS6	
M	14804	13	2		CDC42BPB	+
M	14804	13	3		RGS6	+
M	14804	14	1		MIER1/LEPR	
M	14804	14	2		MIER1	+
M	14804	14	3		LEPR	+
M	14804	15	1		LRP1/NEMP1	
M	14804	15	2		LRP1	+
M	14804	15	3		NEMP1	+
M	14804	16	1		MTSS1/NSD3	
M	14804	16	2		MTSS1	+
M	14804	16	3		NSD3	+
M	14804	17	1		ZMAT3/TP63	
M	14804	17	2		ZMAT3	+
M	14804	17	3		TP63	+
M	14804	18	1		S100B/TCTN1	
M	14804	18	2		S100B	+
M	14804	18	3		TCTN1	+
M	14804	19	1		TIMP3/ZNFX1	
M	14804	19	2		TIMP3	+
M	14804	19	3		ZNFX1	+
M	14804	20	1		NCOA2/ST18	
M	14804	20	2		NCOA2	+
M	14804	20	3		ST18	+
M	14804	21	1		CDC37L1/BNC2	
M	14804	21	2		CDC37L1	+
M	14804	21	3		BNC2	+
M	14804	24	1		FGFR2/OFD1	
M	14804	24	2		FGFR2	+
M	14804	24	3		OFD1	+
M	14804	25	1		SPSB1/H6PD	
M	14804	25	2		SPSB1	+
M	14804	25	3		H6PD	+
M	14804	26	1		GAS8/WDR59	
M	14804	26	2		GAS8	+
M	14804	26	3		WDR59	+
M	14804	28	1		THADA/IGF2BP3	
M	14804	28	2		THADA	+
M	14804	28	3		IGF2BP3	+
M	14804	29	1		CSGALNACT2/SLC16A9	
M	14804	29	2		CSGALNACT2	+
M	14804	29	3		SLC16A9	+
M	14804	31	1		PAX8/GLIS1	
M	14804	31	2		PAX8	+
M	14804	31	3		GLIS1	+
M	14804	32	1		IGF2/SNW1	
M	14804	32	2		IGF2	+
M	14804	32	3		SNW1	+
M	14804	33	1		LRP8/PAX8	
M	14804	33	2		LRP8	+
M	14804	33	3		PAX8	+
M	14804	34	1		AGGF1/RAF1	
M	14804	34	2		AGGF1	+
M	14804	34	3		RAF1	+
M	14804	36	1		APLP2/EEA1	
M	14804	36	2		APLP2	+
M	14804	36	3		EEA1	+
M	14804	37	1		MTMR12/TERT	
M	14804	37	2		MTMR12	+
M	14804	37	3		TERT	+
M	14804	38	1		TMEM242/PREP	
M	14804	38	2		TMEM242	+
M	14804	38	3		PREP	+
M	14804	39	1		TAF3/ZDHHC14	
M	14804	39	2		TAF3	+
M	14804	39	3		ZDHHC14	+
M	14804	40	1		ZDHHC14/TMEM242	
M	14804	40	2		ZDHHC14	+
M	14804	40	3		TMEM242	+
M	14804	42	1		SCAF8/VWA8	
M	14804	42	2		SCAF8	+
M	14804	42	3		VWA8	+
M	14804	44	1		SEPTIN9/KRT32	
M	14804	44	2		SEPTIN9	+
M	14804	44	3		KRT32	+
M	14804	45	1		SSBP2/NTRK1	
M	14804	45	2		SSBP2	+
M	14804	45	3		NTRK1	+
M	14804	47	1		JUNB/SEC63	
M	14804	47	2		JUNB	+
M	14804	47	3		SEC63	+
M	14804	48	1		RET/NCOA4	
M	14804	48	2		RET	+
M	14804	48	3		NCOA4	+
M	14804	50	1		RNF138/RNF125	
M	14804	50	2		RNF138	+
M	14804	50	3		RNF125	+
M	14804	51	1		RBM28/AOAH	
M	14804	51	2		RBM28	+
M	14804	51	3		AOAH	+
M	14804	52	1		SPECC1L/RET	
M	14804	52	2		SPECC1L	+
M	14804	52	3		RET	+
M	14804	53	1		BRAF/MACF1	
M	14804	53	2		BRAF	+
M	14804	53	3		MACF1	+
M	14804	54	1		MACF1/BRAF	
M	14804	54	2		MACF1	+
M	14804	54	3		BRAF	+
M	14804	58	1		APP/SEC63	
M	14804	58	2		APP	+
M	14804	58	3		SEC63	+
M	14804	59	1		BRAF/AGK	
M	14804	59	2		BRAF	+
M	14804	59	3		AGK	+
M	14804	60	1		AGK/BRAF	
M	14804	60	2		AGK	+
M	14804	60	3		BRAF	+
M	14804	61	1		CTSB/CBS	
M	14804	61	2		CTSB	+
M	14804	61	3		CBS	+
M	14804	62	1		SEC16A/NOTCH1	
M	14804	62	2		SEC16A	+
M	14804	62	3		NOTCH1	+
M	14804	63	1		UPF3A/CDC16	
M	14804	63	2		UPF3A	+
M	14804	63	3		CDC16	+
M	14804	64	1		PLVAP/FOXP1	
M	14804	64	2		PLVAP	+
M	14804	64	3		FOXP1	+
M	14804	65	1		IGF2R/ARFGEF2	
M	14804	65	2		IGF2R	+
M	14804	65	3		ARFGEF2	+
M	14804	68	1		SND1/BRAF	
M	14804	68	2		SND1	+
M	14804	68	3		BRAF	+
M	14804	70	1		CTSB/EIF4A2	
M	14804	70	2		CTSB	+
M	14804	70	3		EIF4A2	+
M	14804	71	1		ARHGAP19/RRP12	
M	14804	71	2		ARHGAP19	+
M	14804	71	3		RRP12	+
M	14804	73	1		IRF2BP2/NTRK1	
M	14804	73	2		IRF2BP2	+
M	14804	73	3		NTRK1	+
M	14804	75	1		GPX3/SQSTM1	
M	14804	75	2		GPX3	+
M	14804	75	3		SQSTM1	+
M	14804	77	1		GPX3/CHD4	
M	14804	77	2		GPX3	+
M	14804	77	3		CHD4	+
M	14804	78	1		RET/CCDC6	
M	14804	78	2		RET	+
M	14804	78	3		CCDC6	+
M	14804	80	1		VPS13B/CCDC6	
M	14804	80	2		VPS13B	+
M	14804	80	3		CCDC6	+
M	14804	83	1		TPT1/SIAE	
M	14804	83	2		TPT1	+
M	14804	83	3		SIAE	+
M	14804	84	1		GSN/AKAP13	
M	14804	84	2		GSN	+
M	14804	84	3		AKAP13	+
M	14804	85	1		IFT74/CACNA2D3	
M	14804	85	2		IFT74	+
M	14804	85	3		CACNA2D3	+
M	14804	87	1		CACNA2D3/IFT74	
M	14804	87	2		CACNA2D3	+
M	14804	87	3		IFT74	+
M	14804	88	1		NTRK3/ETV6	
M	14804	88	2		NTRK3	+
M	14804	88	3		ETV6	+
M	14804	90	1		RET/ANK3	
M	14804	90	2		RET	+
M	14804	90	3		ANK3	+
M	14804	91	1		MRPS16/CFAP70	
M	14804	91	2		MRPS16	+
M	14804	91	3		CFAP70	+
M	14804	92	1		GSN/CTNNB1	
M	14804	92	2		GSN	+
M	14804	92	3		CTNNB1	+
M	14804	93	1		C3/ELK3	
M	14804	93	2		C3	+
M	14804	93	3		ELK3	+
M	14804	94	1		TPM3/NTRK1	
M	14804	94	2		TPM3	+
M	14804	94	3		NTRK1	+
M	14804	96	1		DNAJC6/PDE1C	
M	14804	96	2		DNAJC6	+
M	14804	96	3		PDE1C	+
M	14804	97	1		SOS1/MAP4K3	
M	14804	97	2		SOS1	+
M	14804	97	3		MAP4K3	+
M	14804	98	1		IGFBP5/SIAE	
M	14804	98	2		IGFBP5	+
M	14804	98	3		SIAE	+
M	14804	99	1		BRAF/AP3B1	
M	14804	99	2		BRAF	+
M	14804	99	3		AP3B1	+
M	14804	101	1		APLP2/CD40	
M	14804	101	2		APLP2	+
M	14804	101	3		CD40	+
M	14804	103	1		BRAF/SND1	
M	14804	103	2		BRAF	+
M	14804	103	3		SND1	+
M	14804	107	1		PDIA4/SIAE	
M	14804	107	2		PDIA4	+
M	14804	107	3		SIAE	+
M	14804	108	1		GTF2IRD1/ALK	
M	14804	108	2		GTF2IRD1	+
M	14804	108	3		ALK	+
M	14804	109	1		S100A6/BCL7A	
M	14804	109	2		S100A6	+
M	14804	109	3		BCL7A	+
M	14804	111	1		ACACA/MGME1	
M	14804	111	2		ACACA	+
M	14804	111	3		MGME1	+
M	14804	112	1		COL9A3/ELK3	
M	14804	112	2		COL9A3	+
M	14804	112	3		ELK3	+
M	14804	113	1		POR/PIBF1	
M	14804	113	2		POR	+
M	14804	113	3		PIBF1	+
M	14804	114	1		GPX4/SEC63	
M	14804	114	2		GPX4	+
M	14804	114	3		SEC63	+
M	14804	115	1		GPX3/SEC63	
M	14804	115	2		GPX3	+
M	14804	115	3		SEC63	+
M	14804	116	1		DYNC1H1/SIAE	
M	14804	116	2		DYNC1H1	+
M	14804	116	3		SIAE	+
M	14804	117	1		PLVAP/ABCF1	
M	14804	117	2		PLVAP	+
M	14804	117	3		ABCF1	+
M	14804	118	1		KAT7/IGF2BP1	
M	14804	118	2		KAT7	+
M	14804	118	3		IGF2BP1	+
M	14804	119	1		PAX8/NFE2L2	
M	14804	119	2		PAX8	+
M	14804	119	3		NFE2L2	+
M	14804	121	1		SRPK2/PUS7	
M	14804	121	2		SRPK2	+
M	14804	121	3		PUS7	+
M	14804	122	1		NCOR1/RHOU	
M	14804	122	2		NCOR1	+
M	14804	122	3		RHOU	+
M	14804	123	1		EIF4G2/NUCB2	
M	14804	123	2		EIF4G2	+
M	14804	123	3		NUCB2	+
M	14804	124	1		ZMYND19/ARRDC1	
M	14804	124	2		ZMYND19	+
M	14804	124	3		ARRDC1	+
M	14804	127	1		BSG/EEA1	
M	14804	127	2		BSG	+
M	14804	127	3		EEA1	+
M	14804	129	1		BRAF/CIITA	
M	14804	129	2		BRAF	+
M	14804	129	3		CIITA	+
M	14804	130	1		CCNY/BRAF	
M	14804	130	2		CCNY	+
M	14804	130	3		BRAF	+
M	14804	131	1		WARS1/CCNY	
M	14804	131	2		WARS1	+
M	14804	131	3		CCNY	+
M	14804	132	1		INTS3/CHTOP	
M	14804	132	2		INTS3	+
M	14804	132	3		CHTOP	+
M	14804	133	1		VCL/FGFR2	
M	14804	133	2		VCL	+
M	14804	133	3		FGFR2	+
M	14804	135	1		HTATSF1/BRS3	
M	14804	135	2		HTATSF1	+
M	14804	135	3		BRS3	+
M	14804	136	1		CHI3L1/CBS	
M	14804	136	2		CHI3L1	+
M	14804	136	3		CBS	+
M	14804	137	1		IYD/BIRC6	
M	14804	137	2		IYD	+
M	14804	137	3		BIRC6	+
M	14804	138	1		BCL2L11/BRAF	
M	14804	138	2		BCL2L11	+
M	14804	138	3		BRAF	+
M	14804	139	1		ANKRD11/DPEP1	
M	14804	139	2		ANKRD11	+
M	14804	139	3		DPEP1	+
M	14804	140	1		RBPMS/NTRK3	
M	14804	140	2		RBPMS	+
M	14804	140	3		NTRK3	+
M	14804	141	1		NTRK3/RBPMS	
M	14804	141	2		NTRK3	+
M	14804	141	3		RBPMS	+
M	14804	143	1		FAM114A2/BRAF	
M	14804	143	2		FAM114A2	+
M	14804	143	3		BRAF	+
M	14804	144	1		BRAF/FAM114A2	
M	14804	144	2		BRAF	+
M	14804	144	3		FAM114A2	+
M	14804	145	1		FKBP15/RET	
M	14804	145	2		FKBP15	+
M	14804	145	3		RET	+
M	14804	147	1		TRA2A/THADA	
M	14804	147	2		TRA2A	+
M	14804	147	3		THADA	+
M	14804	149	1		TBL1XR1/RET	
M	14804	149	2		TBL1XR1	+
M	14804	149	3		RET	+
M	14804	150	1		GGNBP2/ZDHHC16	
M	14804	150	2		GGNBP2	+
M	14804	150	3		ZDHHC16	+
M	14804	151	1		PRCC/TMED5	
M	14804	151	2		PRCC	+
M	14804	151	3		TMED5	+
M	14804	152	1		SQSTM1/NTRK1	
M	14804	152	2		SQSTM1	+
M	14804	152	3		NTRK1	+
M	14804	153	1		SLC34A2/CLDN7	
M	14804	153	2		SLC34A2	+
M	14804	153	3		CLDN7	+
M	14804	154	1		SLAMF1/CD1A	
M	14804	154	2		SLAMF1	+
M	14804	154	3		CD1A	+
M	14804	155	1		LMBRD1/LGSN	
M	14804	155	2		LMBRD1	+
M	14804	155	3		LGSN	+
M	14804	156	1		NUP188/PHYHD1	
M	14804	156	2		NUP188	+
M	14804	156	3		PHYHD1	+
M	14804	158	1		MET/TFG	
M	14804	158	2		MET	+
M	14804	158	3		TFG	+
M	14804	159	1		TFG/MET	
M	14804	159	2		TFG	+
M	14804	159	3		MET	+
M	14804	161	1		AKAP13/RET	
M	14804	161	2		AKAP13	+
M	14804	161	3		RET	+
M	14804	162	1		IGFBP5/ARHGEF4	
M	14804	162	2		IGFBP5	+
M	14804	162	3		ARHGEF4	+
M	14804	163	1		NFIX/GATAD2A	
M	14804	163	2		NFIX	+
M	14804	163	3		GATAD2A	+
M	14804	164	1		UACA/LTK	
M	14804	164	2		UACA	+
M	14804	164	3		LTK	+
M	14804	166	1		LLGL1/ALKBH5	
M	14804	166	2		LLGL1	+
M	14804	166	3		ALKBH5	+
M	14804	167	1		IQGAP1/ZNF774	
M	14804	167	2		IQGAP1	+
M	14804	167	3		ZNF774	+
M	14804	169	1		BRAF/SUGCT	
M	14804	169	2		BRAF	+
M	14804	169	3		SUGCT	+
M	14804	170	1		HLA-B/RNASEH2B	
M	14804	170	2		HLA-B	+
M	14804	170	3		RNASEH2B	+
M	14804	171	1		GSN/HLA-DPB1	
M	14804	171	2		GSN	+
M	14804	171	3		HLA-DPB1	+
M	14804	172	1		CNPY3/TPO	
M	14804	172	2		CNPY3	+
M	14804	172	3		TPO	+
M	14804	173	1		AP2M1/SEC63	
M	14804	173	2		AP2M1	+
M	14804	173	3		SEC63	+
M	14804	175	1		MKRN1/BRAF	
M	14804	175	2		MKRN1	+
M	14804	175	3		BRAF	+
M	14804	177	1		BCKDHA/TMEM91	
M	14804	177	2		BCKDHA	+
M	14804	177	3		TMEM91	+
M	14804	178	1		ZC3HAV1/BRAF	
M	14804	178	2		ZC3HAV1	+
M	14804	178	3		BRAF	+
M	14804	179	1		CNN3/CACHD1	
M	14804	179	2		CNN3	+
M	14804	179	3		CACHD1	+
M	14804	180	1		SPATA6/CRYZ	
M	14804	180	2		SPATA6	+
M	14804	180	3		CRYZ	+
M	14804	181	1		ZNF786/DENND6B	
M	14804	181	2		ZNF786	+
M	14804	181	3		DENND6B	+
M	14804	182	1		PRPF38A/ABCD3	
M	14804	182	2		PRPF38A	+
M	14804	182	3		ABCD3	+
M	14804	183	1		EPRS1/USH2A	
M	14804	183	2		EPRS1	+
M	14804	183	3		USH2A	+
M	14804	184	1		PTPRF/CFAP74	
M	14804	184	2		PTPRF	+
M	14804	184	3		CFAP74	+
M	14804	185	1		SNX1/SCG5	
M	14804	185	2		SNX1	+
M	14804	185	3		SCG5	+
M	14804	186	1		TYR/MMP20	
M	14804	186	2		TYR	+
M	14804	186	3		MMP20	+
M	14804	187	1		ZC3H15/GULP1	
M	14804	187	2		ZC3H15	+
M	14804	187	3		GULP1	+
M	14804	188	1		RSF1/INTS4	
M	14804	188	2		RSF1	+
M	14804	188	3		INTS4	+
M	14804	189	1		LRP5/UVRAG	
M	14804	189	2		LRP5	+
M	14804	189	3		UVRAG	+
M	14804	190	1		ARRB1/CCDC90B	
M	14804	190	2		ARRB1	+
M	14804	190	3		CCDC90B	+
M	14804	192	1		OBSCN/DISC1	
M	14804	192	2		OBSCN	+
M	14804	192	3		DISC1	+
M	14804	193	1		PBRM1/NEK4	
M	14804	193	2		PBRM1	+
M	14804	193	3		NEK4	+
M	14804	194	1		RSBN1L/HGF	
M	14804	194	2		RSBN1L	+
M	14804	194	3		HGF	+
M	14804	195	1		CCDC167/RRP7A	
M	14804	195	2		CCDC167	+
M	14804	195	3		RRP7A	+
M	14804	196	1		SERPINE2/RABEP1	
M	14804	196	2		SERPINE2	+
M	14804	196	3		RABEP1	+
M	14804	197	1		CTSS/TDRD10	
M	14804	197	2		CTSS	+
M	14804	197	3		TDRD10	+
M	14804	198	1		KCNQ5/ALK	
M	14804	198	2		KCNQ5	+
M	14804	198	3		ALK	+
M	14804	199	1		EXT2/ALKBH3	
M	14804	199	2		EXT2	+
M	14804	199	3		ALKBH3	+
M	14804	201	1		FRMD4A/APBB1IP	
M	14804	201	2		FRMD4A	+
M	14804	201	3		APBB1IP	+
M	14804	202	1		ADNP/BMP7	
M	14804	202	2		ADNP	+
M	14804	202	3		BMP7	+
M	14804	203	1		VAC14/CDH8	
M	14804	203	2		VAC14	+
M	14804	203	3		CDH8	+
M	14804	204	1		PFKFB3/ZNF831	
M	14804	204	2		PFKFB3	+
